SETR Category,CIPCode,CIPField,Award level,Grand total,Grand total men,Grand total women,U.S. Resident/Citizen total,U.S. Resident/Citizen men,U.S. Resident/Citizen women,U.S. Nonresident total,U.S. Nonresident men,U.S. Nonresident women
Artificial Intelligence,11.0102,Artificial Intelligence,All award levels (total),247,189,58,127,127,26,120,88,32
Artificial Intelligence,11.0102,Artificial Intelligence,Bachelor's degree,11,11,0,11,11,0,0,0,0
Artificial Intelligence,11.0102,Artificial Intelligence,Master's degree,205,153,52,104,104,23,101,72,29
Artificial Intelligence,11.0102,Artificial Intelligence,Doctor's degree – research/scholarship,31,25,6,12,12,3,19,16,3
Artificial Intelligence,11.0401,Information Science/Studies,All award levels (total),17091,11766,5325,12669,12669,3546,4422,2643,1779
Artificial Intelligence,11.0401,Information Science/Studies,Postsecondary certificate < 60 semester credit hours,194,149,45,193,193,44,1,0,1
Artificial Intelligence,11.0401,Information Science/Studies,Postsecondary certificate > 60 semester credit hours,130,101,29,128,128,28,2,1,1
Artificial Intelligence,11.0401,Information Science/Studies,Associate's degree,957,768,189,940,940,185,17,13,4
Artificial Intelligence,11.0401,Information Science/Studies,Bachelor's degree,8327,6213,2114,7792,7792,1935,535,356,179
Artificial Intelligence,11.0401,Information Science/Studies,Master's degree,6913,4204,2709,3261,3261,1199,3652,2142,1510
Artificial Intelligence,11.0401,Information Science/Studies,Doctor's degree – research/scholarship,164,89,75,105,105,50,59,34,25
Artificial Intelligence,11.0401,Information Science/Studies,Postbaccalaureate certificate,391,239,152,235,235,93,156,97,59
Artificial Intelligence,11.0401,Information Science/Studies,Post-master's certificate,15,3,12,15,15,12,0,0,0
Artificial Intelligence,11.0501,Computer Systems Analysis/Analyst,All award levels (total),2219,1616,603,1570,1570,339,649,385,264
Artificial Intelligence,11.0501,Computer Systems Analysis/Analyst,Postsecondary certificate < 60 semester credit hours,142,120,22,141,141,21,1,0,1
Artificial Intelligence,11.0501,Computer Systems Analysis/Analyst,Associate's degree,103,87,16,99,99,14,4,2,2
Artificial Intelligence,11.0501,Computer Systems Analysis/Analyst,Bachelor's degree,1143,891,252,1061,1061,217,82,47,35
Artificial Intelligence,11.0501,Computer Systems Analysis/Analyst,Master's degree,698,443,255,211,211,65,487,297,190
Artificial Intelligence,11.0501,Computer Systems Analysis/Analyst,Doctor's degree – research/scholarship,2,2,0,0,0,0,2,2,0
Artificial Intelligence,11.0501,Computer Systems Analysis/Analyst,Postbaccalaureate certificate,131,73,58,58,58,22,73,37,36
Artificial Intelligence,11.0701,Computer Science,All award levels (total),44106,34642,9464,30744,30744,5539,13362,9437,3925
Artificial Intelligence,11.0701,Computer Science,Postsecondary certificate < 60 semester credit hours,60,53,7,56,56,6,4,3,1
Artificial Intelligence,11.0701,Computer Science,Associate's degree,2511,2134,377,2324,2324,338,187,148,39
Artificial Intelligence,11.0701,Computer Science,Bachelor's degree,27742,22519,5223,24539,24539,4385,3203,2365,838
Artificial Intelligence,11.0701,Computer Science,Master's degree,12602,8968,3634,3271,3271,703,9331,6400,2931
Artificial Intelligence,11.0701,Computer Science,Doctor's degree – research/scholarship,970,812,158,383,383,65,587,494,93
Artificial Intelligence,11.0701,Computer Science,Doctor's degree – other,45,34,11,45,45,11,0,0,0
Artificial Intelligence,11.0701,Computer Science,Postbaccalaureate certificate,149,102,47,115,115,29,34,16,18
Artificial Intelligence,11.0701,Computer Science,Post-master's certificate,27,20,7,11,11,2,16,11,5
Artificial Intelligence,11.0802,Data Modeling/Warehousing and Database Administration,All award levels (total),1390,854,536,885,885,309,505,278,227
Artificial Intelligence,11.0802,Data Modeling/Warehousing and Database Administration,Postsecondary certificate < 60 semester credit hours,75,47,28,67,67,23,8,3,5
Artificial Intelligence,11.0802,Data Modeling/Warehousing and Database Administration,Postsecondary certificate > 60 semester credit hours,15,11,4,14,14,3,1,0,1
Artificial Intelligence,11.0802,Data Modeling/Warehousing and Database Administration,Associate's degree,97,65,32,94,94,30,3,1,2
Artificial Intelligence,11.0802,Data Modeling/Warehousing and Database Administration,Bachelor's degree,138,100,38,118,118,34,20,16,4
Artificial Intelligence,11.0802,Data Modeling/Warehousing and Database Administration,Master's degree,778,468,310,467,467,172,311,173,138
Artificial Intelligence,11.0802,Data Modeling/Warehousing and Database Administration,Postbaccalaureate certificate,233,137,96,105,105,36,128,68,60
Artificial Intelligence,11.0802,Data Modeling/Warehousing and Database Administration,Post-master's certificate,54,26,28,20,20,11,34,17,17
Artificial Intelligence,11.0804,"Modeling, Virtual Environments and Simulation",All award levels (total),585,449,136,480,480,104,105,73,32
Artificial Intelligence,11.0804,"Modeling, Virtual Environments and Simulation",Postsecondary certificate < 60 semester credit hours,40,27,13,40,40,13,0,0,0
Artificial Intelligence,11.0804,"Modeling, Virtual Environments and Simulation",Associate's degree,21,17,4,20,20,3,1,0,1
Artificial Intelligence,11.0804,"Modeling, Virtual Environments and Simulation",Bachelor's degree,350,290,60,318,318,52,32,24,8
Artificial Intelligence,11.0804,"Modeling, Virtual Environments and Simulation",Master's degree,148,107,41,81,81,21,67,47,20
Artificial Intelligence,11.0804,"Modeling, Virtual Environments and Simulation",Postbaccalaureate certificate,26,8,18,21,21,15,5,2,3
Artificial Intelligence,11.1005,Information Technology Project Management,All award levels (total),1193,846,347,1024,1024,279,169,101,68
Artificial Intelligence,11.1005,Information Technology Project Management,Postsecondary certificate < 60 semester credit hours,1,0,1,1,1,1,0,0,0
Artificial Intelligence,11.1005,Information Technology Project Management,Postsecondary certificate > 60 semester credit hours,11,5,6,11,11,6,0,0,0
Artificial Intelligence,11.1005,Information Technology Project Management,Associate's degree,43,35,8,43,43,8,0,0,0
Artificial Intelligence,11.1005,Information Technology Project Management,Bachelor's degree,685,539,146,657,657,139,28,21,7
Artificial Intelligence,11.1005,Information Technology Project Management,Master's degree,406,241,165,276,276,107,130,72,58
Artificial Intelligence,11.1005,Information Technology Project Management,Doctor's degree – research/scholarship,1,1,0,1,1,0,0,0,0
Artificial Intelligence,11.1005,Information Technology Project Management,Postbaccalaureate certificate,46,25,21,35,35,18,11,8,3
Artificial Intelligence,14.0903,Computer Software Engineering,All award levels (total),3261,2421,840,1731,1731,276,1530,966,564
Artificial Intelligence,14.0903,Computer Software Engineering,Postsecondary certificate < 60 semester credit hours,3,3,0,2,2,0,1,1,0
Artificial Intelligence,14.0903,Computer Software Engineering,Associate's degree,71,62,9,71,71,9,0,0,0
Artificial Intelligence,14.0903,Computer Software Engineering,Bachelor's degree,1323,1134,189,1201,1201,166,122,99,23
Artificial Intelligence,14.0903,Computer Software Engineering,Master's degree,1808,1180,628,415,415,93,1393,858,535
Artificial Intelligence,14.0903,Computer Software Engineering,Doctor's degree – research/scholarship,7,5,2,2,2,0,5,3,2
Artificial Intelligence,14.0903,Computer Software Engineering,Postbaccalaureate certificate,48,36,12,39,39,8,9,5,4
Artificial Intelligence,14.0903,Computer Software Engineering,Post-master's certificate,1,1,0,1,1,0,0,0,0
Artificial Intelligence,27.0303,Computational Mathematics,All award levels (total),275,191,84,208,208,66,67,49,18
Artificial Intelligence,27.0303,Computational Mathematics,Bachelor's degree,228,158,70,174,174,55,54,39,15
Artificial Intelligence,27.0303,Computational Mathematics,Master's degree,9,5,4,6,6,3,3,2,1
Artificial Intelligence,27.0303,Computational Mathematics,Doctor's degree – research/scholarship,28,19,9,22,22,7,6,4,2
Artificial Intelligence,27.0303,Computational Mathematics,Postbaccalaureate certificate,10,9,1,6,6,1,4,4,0
Biotechnology and Synthetic Biology,14.0301,Agricultural Engineering,All award levels (total),1546,942,604,1301,1301,510,245,151,94
Biotechnology and Synthetic Biology,14.0301,Agricultural Engineering,Associate's degree,10,10,0,10,10,0,0,0,0
Biotechnology and Synthetic Biology,14.0301,Agricultural Engineering,Bachelor's degree,1174,714,460,1105,1105,428,69,37,32
Biotechnology and Synthetic Biology,14.0301,Agricultural Engineering,Master's degree,208,124,84,125,125,54,83,53,30
Biotechnology and Synthetic Biology,14.0301,Agricultural Engineering,Doctor's degree – research/scholarship,153,94,59,60,60,27,93,61,32
Biotechnology and Synthetic Biology,14.0301,Agricultural Engineering,Postbaccalaureate certificate,1,0,1,1,1,1,0,0,0
Biotechnology and Synthetic Biology,26.0202,Biochemistry,All award levels (total),10000,4871,5129,9183,9183,4665,817,353,464
Biotechnology and Synthetic Biology,26.0202,Biochemistry,Associate's degree,12,5,7,12,12,7,0,0,0
Biotechnology and Synthetic Biology,26.0202,Biochemistry,Bachelor's degree,9140,4430,4710,8561,8561,4373,579,242,337
Biotechnology and Synthetic Biology,26.0202,Biochemistry,Master's degree,322,161,161,241,241,114,81,34,47
Biotechnology and Synthetic Biology,26.0202,Biochemistry,Doctor's degree – research/scholarship,523,275,248,366,366,168,157,77,80
Biotechnology and Synthetic Biology,26.0202,Biochemistry,Postbaccalaureate certificate,3,0,3,3,3,3,0,0,0
Biotechnology and Synthetic Biology,26.0406,Cell/Cellular and Molecular Biology,All award levels (total),3571,1579,1992,3262,3262,1817,309,134,175
Biotechnology and Synthetic Biology,26.0406,Cell/Cellular and Molecular Biology,Bachelor's degree,2928,1267,1661,2778,2778,1577,150,66,84
Biotechnology and Synthetic Biology,26.0406,Cell/Cellular and Molecular Biology,Master's degree,194,88,106,143,143,73,51,18,33
Biotechnology and Synthetic Biology,26.0406,Cell/Cellular and Molecular Biology,Doctor's degree – research/scholarship,420,207,213,316,316,157,104,48,56
Biotechnology and Synthetic Biology,26.0406,Cell/Cellular and Molecular Biology,Postbaccalaureate certificate,3,2,1,3,3,1,0,0,0
Biotechnology and Synthetic Biology,26.0406,Cell/Cellular and Molecular Biology,Post-master's certificate,26,15,11,22,22,9,4,2,2
Biotechnology and Synthetic Biology,26.0502,"Microbiology, General",All award levels (total),2760,1156,1604,2641,2641,1531,119,46,73
Biotechnology and Synthetic Biology,26.0502,"Microbiology, General",Associate's degree,11,3,8,11,11,8,0,0,0
Biotechnology and Synthetic Biology,26.0502,"Microbiology, General",Bachelor's degree,2360,1005,1355,2295,2295,1314,65,24,41
Biotechnology and Synthetic Biology,26.0502,"Microbiology, General",Master's degree,183,65,118,161,161,104,22,8,14
Biotechnology and Synthetic Biology,26.0502,"Microbiology, General",Doctor's degree – research/scholarship,201,82,119,169,169,101,32,14,18
Biotechnology and Synthetic Biology,26.0502,"Microbiology, General",Postbaccalaureate certificate,3,1,2,3,3,2,0,0,0
Biotechnology and Synthetic Biology,26.0502,"Microbiology, General",Post-master's certificate,2,0,2,2,2,2,0,0,0
Biotechnology and Synthetic Biology,26.0801,"Genetics, General",All award levels (total),584,195,389,521,521,348,63,22,41
Biotechnology and Synthetic Biology,26.0801,"Genetics, General",Bachelor's degree,388,118,270,367,367,253,21,4,17
Biotechnology and Synthetic Biology,26.0801,"Genetics, General",Master's degree,58,24,34,49,49,29,9,4,5
Biotechnology and Synthetic Biology,26.0801,"Genetics, General",Doctor's degree – research/scholarship,138,53,85,105,105,66,33,14,19
Biotechnology and Synthetic Biology,26.1007,Pharmacology and Toxicology,All award levels (total),228,89,139,167,167,95,61,17,44
Biotechnology and Synthetic Biology,26.1007,Pharmacology and Toxicology,Bachelor's degree,71,31,40,68,68,39,3,2,1
Biotechnology and Synthetic Biology,26.1007,Pharmacology and Toxicology,Master's degree,102,36,66,64,64,37,38,9,29
Biotechnology and Synthetic Biology,26.1007,Pharmacology and Toxicology,Doctor's degree – research/scholarship,55,22,33,35,35,19,20,6,14
Biotechnology and Synthetic Biology,26.1103,Bioinformatics,All award levels (total),881,490,391,640,640,258,241,108,133
Biotechnology and Synthetic Biology,26.1103,Bioinformatics,Postsecondary certificate > 60 semester credit hours,1,1,0,1,1,0,0,0,0
Biotechnology and Synthetic Biology,26.1103,Bioinformatics,Associate's degree,10,0,10,10,10,10,0,0,0
Biotechnology and Synthetic Biology,26.1103,Bioinformatics,Bachelor's degree,288,166,122,263,263,106,25,9,16
Biotechnology and Synthetic Biology,26.1103,Bioinformatics,Master's degree,420,221,199,256,256,103,164,68,96
Biotechnology and Synthetic Biology,26.1103,Bioinformatics,Doctor's degree – research/scholarship,119,81,38,79,79,23,40,25,15
Biotechnology and Synthetic Biology,26.1103,Bioinformatics,Postbaccalaureate certificate,39,19,20,28,28,14,11,5,6
Biotechnology and Synthetic Biology,26.1103,Bioinformatics,Post-master's certificate,4,2,2,3,3,2,1,1,0
Biotechnology and Synthetic Biology,26.1201,Biotechnology,All award levels (total),2696,1173,1523,2235,2235,1244,461,182,279
Biotechnology and Synthetic Biology,26.1201,Biotechnology,Postsecondary certificate < 60 semester credit hours,46,18,28,44,44,28,2,2,0
Biotechnology and Synthetic Biology,26.1201,Biotechnology,Postsecondary certificate > 60 semester credit hours,1,0,1,1,1,1,0,0,0
Biotechnology and Synthetic Biology,26.1201,Biotechnology,Associate's degree,249,106,143,242,242,140,7,4,3
Biotechnology and Synthetic Biology,26.1201,Biotechnology,Bachelor's degree,969,449,520,890,890,473,79,32,47
Biotechnology and Synthetic Biology,26.1201,Biotechnology,Master's degree,1364,565,799,1003,1003,575,361,137,224
Biotechnology and Synthetic Biology,26.1201,Biotechnology,Doctor's degree – research/scholarship,17,11,6,12,12,5,5,4,1
Biotechnology and Synthetic Biology,26.1201,Biotechnology,Postbaccalaureate certificate,45,22,23,39,39,19,6,2,4
Biotechnology and Synthetic Biology,26.1201,Biotechnology,Post-master's certificate,5,2,3,4,4,3,1,1,0
Biotechnology and Synthetic Biology,26.1307,Conservation Biology,All award levels (total),274,92,182,261,261,171,13,2,11
Biotechnology and Synthetic Biology,26.1307,Conservation Biology,Bachelor's degree,165,56,109,163,163,107,2,0,2
Biotechnology and Synthetic Biology,26.1307,Conservation Biology,Master's degree,91,29,62,82,82,54,9,1,8
Biotechnology and Synthetic Biology,26.1307,Conservation Biology,Doctor's degree – research/scholarship,12,6,6,10,10,5,2,1,1
Biotechnology and Synthetic Biology,26.1307,Conservation Biology,Postbaccalaureate certificate,6,1,5,6,6,5,0,0,0
Biotechnology and Synthetic Biology,41.0101,Biology/Biotechnology Technology/Technician,All award levels (total),567,209,358,540,540,338,27,7,20
Biotechnology and Synthetic Biology,41.0101,Biology/Biotechnology Technology/Technician,Postsecondary certificate < 60 semester credit hours,116,36,80,113,113,78,3,1,2
Biotechnology and Synthetic Biology,41.0101,Biology/Biotechnology Technology/Technician,Associate's degree,402,151,251,392,392,244,10,3,7
Biotechnology and Synthetic Biology,41.0101,Biology/Biotechnology Technology/Technician,Bachelor's degree,43,19,24,29,29,13,14,3,11
Biotechnology and Synthetic Biology,41.0101,Biology/Biotechnology Technology/Technician,Doctor's degree – research/scholarship,3,1,2,3,3,2,0,0,0
Biotechnology and Synthetic Biology,41.0101,Biology/Biotechnology Technology/Technician,Postbaccalaureate certificate,3,2,1,3,3,1,0,0,0
Cryptography,11.0401,Information Science/Studies,All award levels (total),17091,11766,5325,12669,12669,3546,4422,2643,1779
Cryptography,11.0401,Information Science/Studies,Postsecondary certificate < 60 semester credit hours,194,149,45,193,193,44,1,0,1
Cryptography,11.0401,Information Science/Studies,Postsecondary certificate > 60 semester credit hours,130,101,29,128,128,28,2,1,1
Cryptography,11.0401,Information Science/Studies,Associate's degree,957,768,189,940,940,185,17,13,4
Cryptography,11.0401,Information Science/Studies,Bachelor's degree,8327,6213,2114,7792,7792,1935,535,356,179
Cryptography,11.0401,Information Science/Studies,Master's degree,6913,4204,2709,3261,3261,1199,3652,2142,1510
Cryptography,11.0401,Information Science/Studies,Doctor's degree – research/scholarship,164,89,75,105,105,50,59,34,25
Cryptography,11.0401,Information Science/Studies,Postbaccalaureate certificate,391,239,152,235,235,93,156,97,59
Cryptography,11.0401,Information Science/Studies,Post-master's certificate,15,3,12,15,15,12,0,0,0
Cryptography,11.0501,Computer Systems Analysis/Analyst,All award levels (total),2219,1616,603,1570,1570,339,649,385,264
Cryptography,11.0501,Computer Systems Analysis/Analyst,Postsecondary certificate < 60 semester credit hours,142,120,22,141,141,21,1,0,1
Cryptography,11.0501,Computer Systems Analysis/Analyst,Associate's degree,103,87,16,99,99,14,4,2,2
Cryptography,11.0501,Computer Systems Analysis/Analyst,Bachelor's degree,1143,891,252,1061,1061,217,82,47,35
Cryptography,11.0501,Computer Systems Analysis/Analyst,Master's degree,698,443,255,211,211,65,487,297,190
Cryptography,11.0501,Computer Systems Analysis/Analyst,Doctor's degree – research/scholarship,2,2,0,0,0,0,2,2,0
Cryptography,11.0501,Computer Systems Analysis/Analyst,Postbaccalaureate certificate,131,73,58,58,58,22,73,37,36
Cryptography,11.0701,Computer Science,All award levels (total),44106,34642,9464,30744,30744,5539,13362,9437,3925
Cryptography,11.0701,Computer Science,Postsecondary certificate < 60 semester credit hours,60,53,7,56,56,6,4,3,1
Cryptography,11.0701,Computer Science,Associate's degree,2511,2134,377,2324,2324,338,187,148,39
Cryptography,11.0701,Computer Science,Bachelor's degree,27742,22519,5223,24539,24539,4385,3203,2365,838
Cryptography,11.0701,Computer Science,Master's degree,12602,8968,3634,3271,3271,703,9331,6400,2931
Cryptography,11.0701,Computer Science,Doctor's degree – research/scholarship,970,812,158,383,383,65,587,494,93
Cryptography,11.0701,Computer Science,Doctor's degree – other,45,34,11,45,45,11,0,0,0
Cryptography,11.0701,Computer Science,Postbaccalaureate certificate,149,102,47,115,115,29,34,16,18
Cryptography,11.0701,Computer Science,Post-master's certificate,27,20,7,11,11,2,16,11,5
Cryptography,11.0802,Data Modeling/Warehousing and Database Administration,All award levels (total),1390,854,536,885,885,309,505,278,227
Cryptography,11.0802,Data Modeling/Warehousing and Database Administration,Postsecondary certificate < 60 semester credit hours,75,47,28,67,67,23,8,3,5
Cryptography,11.0802,Data Modeling/Warehousing and Database Administration,Postsecondary certificate > 60 semester credit hours,15,11,4,14,14,3,1,0,1
Cryptography,11.0802,Data Modeling/Warehousing and Database Administration,Associate's degree,97,65,32,94,94,30,3,1,2
Cryptography,11.0802,Data Modeling/Warehousing and Database Administration,Bachelor's degree,138,100,38,118,118,34,20,16,4
Cryptography,11.0802,Data Modeling/Warehousing and Database Administration,Master's degree,778,468,310,467,467,172,311,173,138
Cryptography,11.0802,Data Modeling/Warehousing and Database Administration,Postbaccalaureate certificate,233,137,96,105,105,36,128,68,60
Cryptography,11.0802,Data Modeling/Warehousing and Database Administration,Post-master's certificate,54,26,28,20,20,11,34,17,17
Cryptography,11.1003,Computer and Information Systems Security/Auditing/Information Assurance,All award levels (total),12630,10111,2519,10436,10436,1971,2194,1646,548
Cryptography,11.1003,Computer and Information Systems Security/Auditing/Information Assurance,Postsecondary certificate < 60 semester credit hours,682,555,127,673,673,125,9,7,2
Cryptography,11.1003,Computer and Information Systems Security/Auditing/Information Assurance,Postsecondary certificate > 60 semester credit hours,3,1,2,3,3,2,0,0,0
Cryptography,11.1003,Computer and Information Systems Security/Auditing/Information Assurance,Associate's degree,2127,1727,400,2086,2086,391,41,32,9
Cryptography,11.1003,Computer and Information Systems Security/Auditing/Information Assurance,Bachelor's degree,3886,3264,622,3790,3790,600,96,74,22
Cryptography,11.1003,Computer and Information Systems Security/Auditing/Information Assurance,Master's degree,4990,3835,1155,3060,3060,676,1930,1451,479
Cryptography,11.1003,Computer and Information Systems Security/Auditing/Information Assurance,Doctor's degree – research/scholarship,43,35,8,43,43,8,0,0,0
Cryptography,11.1003,Computer and Information Systems Security/Auditing/Information Assurance,Postbaccalaureate certificate,860,663,197,745,745,162,115,80,35
Cryptography,11.1003,Computer and Information Systems Security/Auditing/Information Assurance,Post-master's certificate,39,31,8,36,36,7,3,2,1
Cryptography,27.0101,"Mathematics, General",All award levels (total),29221,17808,11413,24412,24412,9513,4809,2909,1900
Cryptography,27.0101,"Mathematics, General",Postsecondary certificate < 60 semester credit hours,29,18,11,26,26,11,3,3,0
Cryptography,27.0101,"Mathematics, General",Associate's degree,4101,2857,1244,3843,3843,1140,258,154,104
Cryptography,27.0101,"Mathematics, General",Bachelor's degree,21076,12258,8818,17892,17892,7440,3184,1806,1378
Cryptography,27.0101,"Mathematics, General",Master's degree,2717,1692,1025,1943,1943,755,774,504,270
Cryptography,27.0101,"Mathematics, General",Doctor's degree – research/scholarship,1179,911,268,638,638,133,541,406,135
Cryptography,27.0101,"Mathematics, General",Postbaccalaureate certificate,106,60,46,68,68,34,38,26,12
Cryptography,27.0101,"Mathematics, General",Post-master's certificate,13,12,1,2,2,0,11,10,1
Cryptography,27.0303,Computational Mathematics,All award levels (total),275,191,84,208,208,66,67,49,18
Cryptography,27.0303,Computational Mathematics,Bachelor's degree,228,158,70,174,174,55,54,39,15
